presque,adv.,几乎；差不多
quasi,adv.,几乎；将近
faillir,v.,差一点；险些
à peine,phrase,几乎不；刚刚
être au courant,phrase,知情；了解情况
lame,n.f.,刀片；薄片；波浪
force,n.f.,力量；力气
chercher à faire,phrase,试图做；设法做
à nouveau,phrase,再一次
trentaine,n.f.,三十左右
mars,n.m.,三月
triangle,n.m.,三角形
triangulaire,adj.,三角形的
sandwich,n.m.,三明治
s'y prendre,v.,着手做；处理
porter un toast,phrase,祝酒；干杯
fonceur,n.,有魄力的人；敢闯的人
propre,adj.,干净的；自己的
foin,n.m.,干草
cadre,n.m.,干部；框架；环境
intervenir,v.,介入；干预；发言
bricolage,n.m.,自己动手活；DIY
fondue,n.f.,火锅(通常指奶酪或热油)
sécheresse,n.f.,干燥；干旱
sec,adj.,干的；干燥的
aride,adj.,干旱的；贫瘠的；枯燥的
terroir,n.m.,风土；地方土产
pomme de terre,n.f.,土豆；马铃薯
soldat,n.m.,士兵
usine,n.f.,工厂
ouvrier,n.,工人
technologie,n.f.,技术；科技
contremaître,n.,工头；领班
industrie,n.f.,工业；产业
industriel,adj.,工业的
industriel,n.,工业家
chantier,n.m.,工地；建筑工地
fabrique,n.f.,工厂；制造
syndicat,n.m.,工会
travail,n.m.,工作；劳动
travailler,v.,工作；劳动
ouvrage,n.m.,作品；著作；活计
cabinet de travail,n.m.,书房；工作室
blouse,n.f.,罩衫；工作服
outil,n.m.,工具
instrument,n.m.,工具；乐器
salaire,n.m.,工资；薪水
ingénieur,n.m.,工程师
devis,n.m.,报价单；估价单
aptitude,n.f.,能力；才能；天资
débarquer,v.,(使)下船；(使)下车；卸货
prochain,adj.,下一个的；接着的
après-midi,n.m.,下午
suivant,adj.,接下来的；后面的
à la prochaine,phrase,下次见
descendre,v.,下来；下去；下降
pleuvoir,v.,下雨
abaissement,n.m.,降低；下降
baisse,n.f.,下降；下跌
descente,n.f.,下坡；下降；突击搜查
ordurier,adj.,下流的；猥亵的
neiger,v.,下雪
dépression,n.f.,萧条；洼地；抑郁
miser,v.,下注；指望
subalterne,adj.,下级的；次要的
mâchoire,n.f.,下巴；颌
mari,n.m.,丈夫
dimension,n.f.,尺寸；大小；维度
format,n.m.,尺寸；规格；格式
atmosphère,n.f.,大气；气氛
naïf,adj.,天真的；朴素的
sol,n.m.,地面；土地；土壤
Atlantique,n.m.,大西洋
happy end,n.m.,大团圆结局
nature,n.f.,大自然；天性；种类
congrès,n.m.,代表大会；国会
populaire,adj.,流行的；大众的；受欢迎的
média,n.m.,媒体
manteau,n.m.,大衣；外套
parasol,n.m.,遮阳伞
quelque chose,pron.,某事；某物
quasiment,adv.,几乎；差不多
environ,adv.,大约；左右
orge,n.f.,大麦
vitrail,n.m.,彩色玻璃窗
proférer,v.,说出(威胁、谎话等)
crier haro sur,phrase,大声谴责
gueuler,v.,(口语)大声嚷嚷；吼叫
enjambée,n.f.,大步
dans l'ensemble,phrase,总体上；大致上
grosso modo,adv.,大体上；粗略地
continental,adj.,大陆的；洲的
à grande échelle,phrase,大规模地
hypermarché,n.m.,大型超市
grand,adj.,大的；高的；伟大的
gros,adj.,大的；胖的；粗的
université,n.f.,大学
étudiant,n.,大学生
universitaire,adj.,大学的
cité universitaire,n.f.,大学城
paquebot,n.m.,邮轮；客轮
grande surface,n.f.,大型超市
hardiesse,n.f.,大胆；勇敢
hardi,adj.,大胆的；勇敢的
entreprenant,adj.,有事业心的；敢作敢为的
audacieux,adj.,大胆的；勇敢的
canon,n.m.,大炮；标准；典范
autocar,n.m.,长途大巴；旅游巴士
métropole,n.f.,大都市；宗主国
cerveau,n.m.,大脑；头脑
la plupart,n.f.,大部分；大多数
basilique,n.f.,(宗)圣殿；大教堂
violoncelle,n.m.,大提琴
multitude,n.f.,大量；众多
flux,n.m.,流动；流量；人潮
nombreux,adj.,众多的；许多的
boulevard,n.m.,林荫大道；大街
ail,n.m.,大蒜
essaim,n.m.,(昆虫的)群；一大群
lutter contre,phrase,与…斗争
avoir affaire à,phrase,与…打交道
à la hauteur de,phrase,与…同高；在…水平；不辜负
contrairement à,prep.,与…相反
correspondre à,v.,与…符合；相当于
à l'envi,phrase,争先恐后地
concurrencer,v.,与…竞争
bouder,v.,生闷气；不理睬
à l'inverse de,phrase,与…相反
être confronté à,phrase,面对；面临
animisme,n.m.,万物有灵论
passe-partout,n.m.,万能钥匙
démarchage,n.m.,上门推销
matinée,n.f.,上午；整个上午
hausse,n.f.,上涨；增高
ascension,n.f.,上升；攀登；耶稣升天
sénateur,n.m.,参议员
cybernaute,n.,网民；网友
Bon Dieu,n.m.,(口语)上帝；老天爷
Dieu,n.m.,上帝；神
aborder qqn,v.,走上前与某人攀谈
à table !,int.,吃饭了！；上桌吧！
veste,n.f.,上衣；夹克
cirer,v.,给…上蜡；擦亮
mettre en scène,phrase,上演；导演；策划
mise en scène,n.f.,舞台调度；导演；场面
vallée,n.f.,山谷；谷地
petites annonces,n.f.,分类小广告
veau,n.m.,小牛；小牛肉
avisé,adj.,明智的；谨慎的
brochure,n.f.,小册子
livret,n.m.,小册子；本子(如储蓄本)
peccadille,n.f.,小过失；小毛病
blé,n.m.,小麦
heure,n.f.,小时；时间
jardinet,n.m.,小花园
marmot,n.m.,(口语)小孩
îlot,n.m.,小岛
plaquette,n.f.,小块薄片；小册子
petit,adj.,小的
nounours,n.m.,(玩具)小熊
écolier,n.,小学生
instituteur,n.,小学老师
cabine,n.f.,小房间；(电话)亭；(试衣)间
demoiselle,n.f.,少女；小姐
mademoiselle,n.f.,小姐
camionnette,n.f.,小型货车；面包车
vin d'honneur,n.m.,庆功酒会
manoir,n.m.,庄园宅邸
moustache,n.f.,胡子
roman,n.m.,小说
romancier,n.,小说家
chaumière,n.f.,茅屋
case,n.f.,格子；方格；小屋
pourboire,n.m.,小费
bilan,n.m.,总结；资产负债表
porte-monnaie,n.m.,钱包
auberge,n.f.,客栈；旅店
baie,n.f.,海湾；(墙上)开口；浆果
chariot,n.m.,手推车；购物车
chapelle,n.f.,小教堂
petite cuillère,n.f.,小勺；茶匙
barque,n.f.,小船；驳船
canot,n.m.,小艇；小船
peton,n.m.,(儿语)小脚丫
poutrelle,n.f.,小梁
violon,n.m.,小提琴
barreau,n.m.,栏杆；(律师)职业
ruelle,n.f.,小巷
estuaire,n.m.,河口湾
bibelot,n.m.,小摆设
sentier,n.m.,小路；小径
allée,n.f.,小径；过道
bistrot,n.m.,小酒馆；小餐馆
arbuste,n.m.,灌木
ton,n.m.,语气；音调
slogan,n.m.,口号；标语
oralement,adv.,口头地
bégayer,v.,结巴；口吃
exposé,n.m.,陈述；报告
poche,n.f.,口袋；衣袋
altéré,adj.,口渴的；变质的
assoiffé,adj.,口渴的；渴望的
montagne,n.f.,山
mont,n.m.,山峰
montagneux,adj.,多山的
colline,n.f.,山丘
hêtre,n.m.,山毛榉
chèvre,n.f.,山羊；山羊奶酪
montagnard,n.,山民；登山者
côte,n.f.,山坡；海岸；肋骨
chaîne de montagnes,n.f.,山脉
parapente,n.m.,滑翔伞
piton,n.m.,山峰；岩钉
kilomètre,n.m.,公里；千米
millénaire,adj.,一千年的
millénaire,n.m.,一千年
millier,n.m.,一千左右
mendiant,n.,乞丐
implorer,v.,恳求；哀求
se souvenir de,v.,记得；想起
personnellement,adv.,就个人而言；亲自
individu,n.m.,个人；个体
individuel,adj.,个人的；单独的
pub,n.f.,广告
publicité,n.f.,广告
affiche,n.f.,海报；广告
publicitaire,adj.,广告的
panneau,n.m.,指示牌；广告牌
ampleur,n.f.,广度；幅度；规模
étendu,adj.,广阔的；伸展的
radio,n.f.,收音机；广播
radio-télévision,n.f.,广播电视
porte,n.f.,门
loge,n.f.,门房；(剧院)包厢
sonnerie,n.f.,铃声；门铃
adepte,n.,追随者；信徒
billet,n.m.,票；券；纸币
obligation,n.f.,义务；责任；债券
école gratuite et obligatoire,n.f.,免费义务教育
obligatoire,adj.,强制的；义务的
révolu,adj.,已过去的；结束的
immatriculé,adj.,已注册的；已登记的
déjà,adv.,已经
défunt,adj.,已故的
marié,adj.,已婚的
arc,n.m.,弓；弧形
sain,adj.,健康的；卫生的
satellite,n.m.,卫星
balle,n.f.,球；子弹
non plus,adv.,也(不)
femme,n.f.,女人；妻子
bonne,n.f.,女佣；保姆
chemisier,n.m.,女士衬衫
féministe,n.,女权主义者
troène,n.m.,女贞
femme ministre,n.f.,女部长
chasseresse,n.f.,女猎人
avion,n.m.,飞机
s'envoler,v.,飞走；起飞
essor,n.m.,飞跃；发展；繁荣
survoler,v.,飞越；掠过；浏览
penchant,n.m.,倾向；偏好；斜坡
coutume,n.f.,习俗；风俗
habitude,n.f.,习惯
se faire à,v.,习惯于
habitué,adj.,习惯于…的
habitué,n.,常客
habituellement,adv.,通常；习惯地
cheval,n.m.,马
tantôt,adv.,马上；等一下；时而
aussitôt,adv.,马上；立即
équitation,n.f.,马术；骑马
cirque,n.m.,马戏团；圆形场地
éperon,n.m.,马刺
chaussée,n.f.,马路；路面
Marseille,n.f.,马赛
rural,adj.,乡村的；农村的
rituel,adj.,仪式的
profusion,n.f.,大量；丰富；充沛
copieux,adj.,丰盛的；丰富的
prince,n.m.,王子；亲王
royauté,n.f.,王权；王室
royaume,n.m.,王国
atout,n.m.,王牌；优势
puits,n.m.,井
ordonné,adj.,井然有序的；整齐的
désertion,n.f.,开小差；逃离
cachemire,n.m.,开司米；羊绒
exploitation,n.f.,开采；开发；经营；剥削
exploitant,n.,经营者；开发者
démarrer,v.,启动；出发；开始
tenir un conseil,phrase,举行会议
esprit d'initiative,n.m.,首创精神；主动性
épanouissement,n.m.,绽放；发展；成长
fleurir,v.,开花；繁荣
plaisanter,v.,开玩笑
railler,v.,嘲笑；开玩笑
ouverture,n.f.,开放；开幕；开口
commencement,n.m.,开始；开端
se mettre à,v.,开始做
initial,adj.,最初的；开始的
commencer,v.,开始
début,n.m.,开始；开端
entamer,v.,开始；着手；切开
desceller,v.,启封；撬开
apéritif,adj.,开胃的
apéritif,n.m.,开胃酒
exclusion,n.f.,排除；开除
vernissage,n.m.,(画展)开幕式
débloquer,v.,解锁；解冻(资金)
tire-bouchon,n.m.,开瓶器
frayer,v.,开辟(道路)；交往
ciel,n.m.,天；天空
jour,n.m.,天；白天；日子
journée,n.f.,一天；白昼
gratte-ciel,n.m.,摩天大楼
météo,n.f.,天气预报
astronomie,n.f.,天文学
catholicisme,n.m.,天主教
catholique,adj.,天主教的
variole,n.f.,天花
plafond,n.m.,天花板
ange,n.m.,天使
céleste,adj.,天空的；天上的
éclaircie,n.f.,(天色)转晴
antenne,n.f.,天线；触角
innocent,adj.,无辜的；天真的
génie,n.m.,天才；天赋；工程
paradis,n.m.,天堂；乐园
talent,n.m.,才能；天赋
cygne,n.m.,天鹅
velours,n.m.,天鹅绒；丝绒
gaz naturel,n.m.,天然气
biologique,adj.,生物的；有机的
dame,n.f.,女士；夫人
madame,n.f.,夫人；太太；女士
conjoint,adj.,夫妻的
sans,prep.,没有；无
incomparable,adj.,无与伦比的
indiscutablement,adv.,毫无疑问地；不容争辩地
irréprochable,adj.,无可挑剔的；无懈可击的
impeccable,adj.,完美的；无可挑剔的
inutile,adj.,无用的
épave,n.f.,(失事船等)残骸；无主物
calotte,n.f.,无边圆帽；(对头部的)一击
indifférence,n.f.,冷漠；无所谓
indifférent,adj.,冷漠的；无所谓的
infructueux,adj.,无结果的；徒劳的
trolleybus,n.m.,无轨电车
interminable,adj.,没完没了的；冗长的
insouciant,adj.,无忧无虑的；不在乎的
luron,n.,快活的人；无忧无虑的人
incolore,adj.,无色的
futile,adj.,徒劳的；无益的；不重要的
en tout cas,phrase,无论如何；反正
en toutes choses,phrase,在所有事情上
de toute façon,phrase,无论如何；不管怎样
n'importe quand,adv.,无论何时
désintéressé,adj.,无私的；不感兴趣的
smoking,n.m.,(男士)晚礼服
fade,adj.,无味的；乏味的
inconscient,adj.,无意识的；没有察觉的
incurable,adj.,无法治愈的；不可救药的
inexplicable,adj.,无法解释的
impitoyable,adj.,无情的；冷酷的
infiniment,adv.,无限地；非常
sans crainte,phrase,无畏地；不害怕
intrépide,adj.,无畏的；勇敢的
athée,n.,无神论者
invalide,adj.,无效的；残疾的
invalide,n.,残疾人
sans-abri,n.,无家可归者
incapable,adj.,无能力的
incompétent,adj.,不称职的；无能力的
nul,adj.,差劲的；无效的；零
inexorablement,adv.,无情地；不可阻挡地
sans délai,phrase,立即；毫不拖延
coquin,n.,无赖；淘气鬼
insignifiant,adj.,无意义的；微不足道的
spécialisé,adj.,专门的；专业的
spécial,adj.,特别的；专门的
s'occuper de,v.,照顾；负责；处理
attentif,adj.,专心的；注意的
régie,n.f.,专卖局；(国营)公司
despotique,adj.,专制的；暴虐的
dictature,n.f.,独裁；专政
rubrique,n.f.,专栏
spécialiste,n.,专家
album,n.m.,相册；唱片专辑
autoritaire,adj.,专横的；权威的
nuage,n.m.,云
alouette,n.f.,云雀
éclairage,n.m.,照明；灯光；阐明
piqûre,n.f.,注射；叮咬；针刺
camper,v.,露营；扎营
art,n.m.,艺术
artiste,n.,艺术家
baraque,n.f.,棚屋；简陋小屋
galoche,n.f.,木底鞋
charbon,n.m.,煤；木炭
tonneau,n.m.,木桶
radeau,n.m.,木筏
sabot,n.m.,木屐；蹄
sabotage,n.m.,蓄意破坏
cinquantaine,n.f.,五十左右
quinquagénaire,n.,五十多岁的人
mai,n.m.,五月
quincaillerie,n.f.,五金店
quincaillier,n.,五金店主
évasif,adj.,闪烁其词的；回避的
soutien,n.m.,支持；支撑物
support,n.m.,支架；载体；支持
soutenir,v.,支持；支撑；主张
supporter,v.,支撑；忍受；支持
pivot,n.m.,枢轴；中心；核心
chevalet,n.m.,画架；支架
affluent,n.m.,支流
chèque,n.m.,支票
carnet de chèques,n.m.,支票簿
non,adv.,不；不是
au lieu de,prep.,代替；而不是
discordance,n.f.,不一致；不协调
imprudence,n.f.,轻率；鲁莽
bientôt,adv.,很快；不久
prochainement,adv.,不久；即将
naguère,adv.,不久前
malsain,adj.,不健康的；有害的
injustice,n.f.,不公正；不公平
injuste,adj.,不公平的；不公正的
incommodé,adj.,感到不便的；不适的
exclu,adj.,被排除在外的
inséparable,adj.,分不开的
inéluctable,adj.,不可避免的
irréversible,adj.,不可逆转的
indispensable,adj.,必不可少的
impossible,adj.,不可能的
imperméable,n.,雨衣
imperméable,adj.,不透水的
infranchissable,adj.,不可逾越的
impensable,adj.,不可思议的
imperceptible,adj.,察觉不到的
précarité,n.f.,不稳定性；不稳定状态
inévitable,adj.,不可避免的
inégalité,n.f.,不平等
inégal,adj.,不平等的；不规则的
sans compter que,phrase,还不算；且不说
immobilier,n.m.,房地产
immobilier,adj.,不动产的
agent immobilier,n.m.,房地产经纪人
immobile,adj.,不动的；静止的
ne... plus,phrase,不再
divers,adj.,各种各样的；不同的
différent,adj.,不同的
disparité,n.f.,差异；不同
non-fumeur,n.,不吸烟者
s'inquiéter,v.,担心；担忧
inquiétude,n.f.,担心；不安
inquiet,adj.,担心的；不安的
tant... que,phrase,既…又…；和…一样多
quiconque,pron.,任何人；无论谁
inhabituel,adj.,不寻常的；罕见的
mal,adv.,坏地；不好地
par intermittence,phrase,断断续续地；间歇地
de temps en temps,phrase,时常；有时
handicap,n.m.,残疾；障碍；不利条件
mauvaises manières,n.f.,不礼貌的行为
malheur,n.m.,不幸；灾祸
malédiction,n.f.,诅咒
malheureusement,adv.,不幸地
infortuné,adj.,不幸的
malheureux,adj.,不幸的；不快乐的
mésaventure,n.f.,不幸的遭遇；倒霉事
anonymat,n.m.,匿名
déconcertant,adj.,令人困惑的；出乎意料的
disponible,adj.,有空的；可用的
désobéir à,v.,不服从
constant,adj.,持续的；不变的
inattention,n.f.,不专心；疏忽
malhonnête,adj.,不诚实的
douter de,v.,怀疑
impatient,adj.,不耐烦的；急切的
indocile,adj.,不顺从的；难管教的
défiance,n.f.,不信任；怀疑
méfiance,n.f.,不信任；警惕
se méfier de,v.,不信任；提防
se défier de,v.,不信任；提防
indigne de,phrase,不配…的
envers et contre tous,phrase,不顾一切反对
intolérance,n.f.,不容忍；偏执
ineffaçable,adj.,擦不掉的；不可磨灭的
irréalisable,adj.,不能实现的
irréductible,adj.,不可简化的；顽强的
incompréhension,n.f.,不理解；误解
sédentaire,adj.,定居的；久坐的
sans arrêt,phrase,不停地
sans cesse,phrase,不停地；不断地
incessant,adj.,不停的；不断的
à regret,phrase,不情愿地；惋惜地
incertitude,n.f.,不确定性；犹豫
gêné,adj.,尴尬的；不自在的
mécontent,adj.,不满的
insatisfait,adj.,不满意的
mécontentement,n.m.,不满
indiscret,adj.,冒失的；不慎重的；泄露秘密的
instable,adj.,不稳定的
malgré tout,phrase,尽管如此；不管怎样
désapprouver,v.,不赞成
trop,adv.,太；过于
pacifique,adj.,和平的；温和的
soleil,n.m.,太阳
tempe,n.f.,太阳穴
solaire,adj.,太阳的
tant mieux,phrase,那太好了
quartier,n.m.,区；街区；社区
distinguer,v.,区分；辨别
distinction,n.f.,区别；卓越；荣誉
différence,n.f.,区别；差异
historique,adj.,历史的；有历史意义的
historien,n.,历史学家
de tout temps,phrase,向来；一贯
calendrier,n.m.,日历；日程表
amicalement,adv.,友好地
sympa,adj.,友好的；讨人喜欢的
amitié,n.f.,友谊；友情
en particulier,phrase,尤其；特别是
carrosserie,n.f.,车身
garage,n.m.,车库；汽车修理厂
atelier,n.m.,工作室；车间
roue,n.f.,轮子
station,n.f.,车站；站；台
compartiment,n.m.,(火车)隔间；车厢
véhicule,n.m.,车辆；交通工具
géant,n.m.,巨人
géant,adj.,巨大的
colossal,adj.,巨大的；庞大的
énorme,adj.,巨大的
considérable,adj.,相当大的；重要的
monstre,adj.,巨大的
dentiste,n.,牙医
dent,n.f.,牙齿
d'autant plus que,phrase,尤其因为；更何况
Pyrénées,n.f.,比利牛斯山脉
Belgique,n.f.,比利时
belge,adj.,比利时的
belge,n.,比利时人
belgicisme,n.m.,比利时法语词
proportion,n.f.,比例；部分
comparer,v.,比较
pizza,n.f.,披萨
match,n.m.,比赛
s'entraider,v.,互相帮助
s'entendre,v.,相处融洽；听见
s'embrasser,v.,互相拥抱
site Internet,n.m.,网站
couper,v.,切；剪；断
coupe,n.f.,切；剪；杯子；发型
argot,n.m.,俚语；黑话
découpage,n.m.,切割；剪裁；(电影)分镜头
tranché,adj.,切开的；鲜明的
